ID;Data Agendamento;Finalizado?;Data Finalização;Empresa;Contato;Responsável;Descrição da Tarefa
892;22/06/2015 12:00:00;Sim;22/06/2015 18:47:43;;Moira;Renan;conversei hoje com a Moira, disse que a pessoa da qualidade saiu, esta terminando de cotar materias primas e depois tem que ver embalagens, acompanhar
954;22/06/2015 02:59:59;Sim;22/06/2015 15:11:09;Vigor;;Victor;Já enviado cotação para o Paulo no mesmo dia. Ligar para ver se analisou valores e tal...
937;22/06/2015 02:59:59;Sim;22/06/2015 13:58:43;;;Victor;Anita vai remarcar a data.
917;22/06/2015 02:59:59;Sim;24/06/2015 20:43:22;Marfrig;;Victor;Conversa com Laercio foi boa. Disse que ia falar com o pessoal da qualidade ainda esta semana. Ficar em cima para não deixar esfriar.
915;22/06/2015 02:59:59;Sim;22/06/2015 19:03:48;Marvi;;Victor;No horário do teste só trabalha um funcionário da higienização que aprovou o 3000 CL e o Neuter Super. Foi colocado o diluidor no lugar do da New Drop que estava todo fudido. Este diluidor de dois bicos novo pega ar. Trocar por um outro, mas já foi deixado lá para eles irem usando nossos produtos. Ficar em cima e não deixar esfriar. Testar Pro HA ALC.
896;22/06/2015 02:59:59;Sim;20/07/2015 13:11:55;Pif Paf (Visconde do Rio Branco);;Victor;Daniela não está hoje. Só amanhã.
886;22/06/2015 02:59:59;Sim;22/06/2015 14:46:52;Yakult;;Victor;Salu pediu para eu enviar um e-mail e ele vai responder com a data. Vamos ver...
884;22/06/2015 02:59:59;Sim;22/06/2015 18:34:11;Marilan;;Victor;Enviado cotação de 3000 CL, Pro R1, Sapone Bac e Mult 10.000
866;22/06/2015 02:59:59;Sim;22/07/2015 20:02:52;Special Dog;;Victor;Roberta já havia conversado com Thiago para ver se melhora procedimentos de limpeza. Estão fazendo levantamentos para ver se muda isso. Pediu para eu enviar e-mail com meu contato, pois ela vai ver com a gerente da qualidade tudo que precisa, pois a gerente não está lá hoje.
861;22/06/2015 02:59:59;Sim;20/07/2015 13:25:38;;;Victor;Passado fichas e boletins. Confirmar o dia da CVale e marcar na manhã do mesmo dia.
859;22/06/2015 02:59:59;Sim;26/06/2015 13:27:15;;;Victor;Disse que vai entrar em contato hoje para as negociações.
825;22/06/2015 02:59:59;Sim;22/06/2015 15:03:53;Catupiry (Bebedouro);;Victor;"Ficamos conversando por quase 10 minutos. Fátima está na empresa há quatro meses e ainda não conseguiu parar para organizar as questões dos químicos. Disse que tem bastante problema de bactéria na fábrica que produz queijos, e quer unificar todas as compras com uma só empresa. Falou que Talita é a pessoa responsável agora em Bebedouro.



Vai organizar as questões dos químicos a partir da segunda semana de Junho. Pediu para eu enviar em e-mail para irmos mantendo contato até lá.



maria.fatima@catupiry.com.br; rodrigo gerente de compras "
813;22/06/2015 02:59:59;Sim;22/07/2015 19:01:48;Bimbo;;Victor;Enviado cadastro para Antonio Carvalho, e perguntado qual seria o próximo passo. Acompanhar.
787;22/06/2015 02:59:59;Sim;22/06/2015 14:31:10;Frimesa - Medianeira;;Victor;Grazi disse que a lavanderia está em reforma, e pediu para ligar na metade do mês para confirmar se a gente pode fazer o teste no fim do mês de Junho ou começo de Julho.
724;22/06/2015 02:59:59;Sim;22/06/2015 18:52:35;General Brands;;Victor;Marta pediu para ligar na segunda semana de Junho. Estão em uns processos de terceirização e não conseguem ver nada no momento. Disse que em Junho ela já pode receber visita.
647;22/06/2015 02:59:59;Sim;22/06/2015 14:05:45;Bebidas Poty;;Victor;Sandra está de férias e só volta no meio de Junho.
642;22/06/2015 02:59:59;Sim;22/06/2015 13:00:47;BR Aves;;Victor;Camila disse que AresClean que atende eles no momento, e está enrolada com uma auditoria que vai ter semana que vem. Pediu para ligar no meio de Junho.
616;21/06/2015 12:00:00;Sim;25/06/2015 12:08:43;Si Senor;;Renan;"Ja temos o produto PRO BAC AL homologado

esta comprando da ELFEN e da Ecolab"
871;20/06/2015 02:59:59;Sim;21/06/2015 16:11:09;C-Vale;;Victor;Enviado e-mail para confirmar se vão realmente poder nos receber dia 12/06.
857;20/06/2015 02:59:59;Sim;21/06/2015 16:08:05;;;Victor;Anita marcou para sexta-feira (19/06) às 14:30 com todo mundo.
946;18/06/2015 17:00:00;Não;;Ingredient Alimentos;;Adriana;"Arnaldo está de férias.



Retornar contato dia 18 de junho."
928;18/06/2015 17:00:00;Não;;Ingredient Alimentos;;Adriana;"Arnaldo está de férias. 



Retornar contato após dia 17 de junho."
880;18/06/2015 02:59:59;Sim;21/06/2015 16:29:53;Jazam Alimentos;;Victor;Teste acabou ficando pré agendado para o outro sábado. Ligar durante a semana para confirmar.
570;18/06/2015 02:59:59;Sim;21/06/2015 16:32:00;Frivasa;;Victor;Agendar visita quando for visitar a Yakult ou a Total.
912;17/06/2015 13:00:00;Não;;Ice Fruit;;Adriana;Ligar para Clemente.
854;17/06/2015 13:00:00;Sim;24/06/2015 20:44:06;CVNC - Parmalat;;Renan;conversei com a Soeli, pediu para ligar na quinta que vem para agendar reuniao, compra da Kalykim
910;16/06/2015 17:30:19;Não;;Laticínios Tatitania;;Jessica;Falei com a Eliana. Responsável Luiz Alberto, retornar depois das 14 
932;16/06/2015 17:00:11;Não;;Florio Alimentos;;Flavio;Inicia os testes 16/06 terça com a qualidade. Já enviado Fispq
842;16/06/2015 13:00:10;Sim;12/06/2015 19:13:40;Unidade Plastival;;Jessica;"Conversei com a Marina, que ficou de fazer algum pedido, pois ainda têm estoque da empresa anterior. Segunda semana de junho cobrar pedido.

"
947;16/06/2015 02:59:59;Não;;Frigorifico Wessel;;Flavio;Passar preços conforme e-mail da Cibele
926;16/06/2015 02:59:59;Não;;LALLEGRO ALIMENTAÇÃO;;Aguinaldo;LIGAR DIA 20-06
865;16/06/2015 02:59:59;Sim;21/06/2015 16:27:06;;;Victor;Silvia recebeu e-mail do jurídico hoje, mas não abriu. Vai verificar, e me dar uma resposta até o fim da tarde, mas mesmo se estiver tudo certo, parece que a assinatura só sai semana que vem.
916;15/06/2015 17:00:01;Não;;Queijos Bandeira ;;Jessica;Conversei com o Daniel, ele trabalha com a Nippon e Sevengel. Irá receber, ligar para ele segunda para confirmar o dia e horário. 
899;15/06/2015 13:00:00;Não;;Forno de Minas;;Renan;conversei com a adriana, ligar terca feira para avisar dia da visita
903;15/06/2015 12:00:00;Não;;Max Brill;;Renan;Ligar para o Tiago na segunda
882;15/06/2015 12:00:00;Não;;Lobits - Milho de Ouro;;Renan;acompanhar
790;15/06/2015 12:00:00;Não;;Life Company;;Renan;aguardar e-mail deles com produtos ligar em 3 semanas
53;14/06/2015 18:55:00;Sim;21/06/2015 16:24:51;;;Victor;"Fernanda respondeu e-mail em 07/10, disse que quando houver necessidade vai entrar em contato.



Ligar.





"
234;14/06/2015 11:00:00;Sim;21/06/2015 16:19:37;Rancho de Minas;;Victor;E-mail reencaminhado novamente. Acompanhar.
146;14/06/2015 11:00:00;Sim;21/06/2015 16:18:16;Bialini;;Victor;E-mail enviado. Continuar acompanhando.
1;14/06/2015 10:00:00;Sim;14/06/2015 10:00:00;;;Victor;"Conseguir falar com a Fernanda para ver produtos que usam e passar proposta.



VISITAR!!

"
930;13/06/2015 02:59:59;Sim;12/06/2015 19:13:42;Frigorífico Frigonossa;;Jessica;"Uma das donas se chama Claudia Merli 
Pedro Sérgio é primo da Claudia, ela disse para ligar para ele e agendar horário "
905;13/06/2015 02:59:59;Não;;Frigorífico Albatroz ;;Jessica;Falei com o Maciel, ele disse que pode passar para fazer uma visita. Depois das 13 hs 
904;13/06/2015 02:59:59;Não;;Curral De Minas ;;Jessica;Conversei com a Sônia, ela trabalha com a Diversey, no momento fechou contrato mas disse que pode receber a gente na próxima semana para fazer uma visita. Só ligar assim que estiver na região.
893;13/06/2015 02:59:59;Sim;21/06/2015 15:58:05;Marvi;;Victor;Enviado e-mail perguntando se já tem alguma data para os testes.
887;13/06/2015 02:59:59;Sim;21/06/2015 16:01:20;;;Victor;Visitar amanhã saindo da Vigor.
858;13/06/2015 02:59:59;Sim;21/06/2015 15:59:31;Vigor;;Victor;Passar lá amanhã as 7:00
855;13/06/2015 02:59:59;Sim;21/06/2015 15:52:05;Marfrig;;Victor;Juliana disse que o pessoal da Diversey foi lá falar que se a Marfrig encerrar o contrato com eles, vão ter que pagar todo o parque industrial que a diversey montou. Eles estão verificando.
952;12/06/2015 17:35:55;Não;;Queijos Bandeira ;;Jessica;"Falei por telefone com a Alana, pediu para retornar às 14;30 hoje para falar com Daniel. "
955;12/06/2015 17:00:56;Sim;19/10/2015 18:53:40;Frigorífico Frigonossa;;Jessica;"Acabei de ligar, retornar no período da tarde.

"
870;12/06/2015 13:00:00;Não;;Kim Paes;;Renan;flavio esta acompanhando
862;12/06/2015 13:00:00;Não;;Ebicen - Glico;;Renan;flavio ?
829;12/06/2015 12:00:00;Não;;Sakura Alimentos;;Renan;falei com akira hoje, o mesmo me passou o celular e pediu para ligar no dia 12 para agendarmos
380;12/06/2015 11:00:00;Sim;11/06/2015 20:16:44;Kopenhagen;;Victor;"Andrea Nascimento - (11) 4689-9033 entrou no lugar da Tassia.



Passei e-mail com catálogo e ficamos de agendar uma visita."
872;12/06/2015 02:59:59;Sim;12/06/2015 19:13:46;Top Cau;;Victor;"Jéssica, quer dar continuidade nesse cliente? É aquele que a gente visitou e conversou com a japinha (Patricia). Lê o histórico que você vai entender.



Qualquer coisa me avisa."
868;12/06/2015 02:59:59;Sim;12/06/2015 13:27:02;Frigorífico Cardeal;;Victor;Roberta disse para eu passar lá quando estiver por São Paulo.
852;12/06/2015 02:59:59;Sim;21/06/2015 15:55:16;Frigol;;Victor;Teste dos produtos para carretilha foi ruim de novo. Dar um tempo e fazer de um jeito para ir na certeza na próxima vez.
773;12/06/2015 02:59:59;Sim;12/06/2015 19:21:47;;;Victor;Anita pediu para ligar no dia 11, pois Flávio teve que viajar novamente, e só volta semana que vem. Ela vai agendar para a semana do dia 15.
693;12/06/2015 02:59:59;Sim;11/06/2015 13:51:24;;;Victor;Silvio disse que não recebeu e-mail. Reenviado novamente.
508;12/06/2015 02:59:59;Sim;21/06/2015 15:41:12;Ninfa;;Victor;"Andressa disse que está sendo bem assessorada nos produtos de limpeza. Cotou alcool gel e sabonete liquido e disse que os preços estão bons, mas o problema é o pedido mínimo.



Disse que quando houver necessidade, vai entrar  em contato."
889;11/06/2015 13:20:15;Sim;12/06/2015 19:13:49;Bebidas Piracaia;;Jessica;Enviado cotação. Ligar
876;11/06/2015 13:00:58;Sim;12/06/2015 19:13:52;;Castelo Alimentos ;Jessica;Enviado cotação. Ligar 
853;11/06/2015 12:00:00;Não;;Mn Propolis;;Renan;ligar amanha cedo e ve se a camila recebeu email
782;11/06/2015 02:59:59;Sim;05/06/2015 13:02:33;Hospital São Lucas;;Victor;Marcos disse que vai passar e-mail com copia para Valeria, e Valeria vai passar os produtos que usa com cópia no e-mail.
879;10/06/2015 17:00:00;Sim;12/06/2015 19:13:53;Long Way Alimentos;;Jessica;Teste amanhã as 14 hs 
753;10/06/2015 11:00:33;Sim;12/06/2015 19:14:02;Saborama Bebidas ;;Jessica;Levado teste, aguardando resposta.
895;10/06/2015 02:59:59;Sim;10/06/2015 12:46:23;Nestlé Purina PetCare;;Victor;Enviado e-mail novamente para Odelço.
791;10/06/2015 02:59:59;Sim;11/06/2015 14:12:15;Frango Facio;;Victor;Vitor casou e está de férias. Só semana que vem.
777;10/06/2015 02:59:59;Sim;11/06/2015 14:08:56;Predilecta;;Victor;Enviado e-mail para Renato, para ver se conseguimos programar os testes.
699;10/06/2015 02:59:59;Sim;11/06/2015 13:34:58;;;Victor;E-mail enviado para Maria Adelia e Virginia.
566;10/06/2015 02:59:59;Sim;11/06/2015 14:19:15;Top Cau;;Victor;Enviei e-mail solicitando quantidades utilizadas para teste.
549;10/06/2015 02:59:59;Sim;11/06/2015 13:52:27;;;Victor;Visitar terça-feira
845;09/06/2015 18:00:08;Sim;10/06/2015 14:53:34;Flamboia;;Renan;Visitamos 02.06 com Daniela, Camacho e Ricardo. Agendamos para 09.06 terça as 16:30 com Miriam e após as 20:45 
846;09/06/2015 17:00:06;Não;;Flamboia;;Renan;"Reunião 02.06 agendamos visita para 09.06 terça as 16:30 e Após 20:45

Miriam 16:30

Daniela tratamento de água "
762;09/06/2015 13:00:00;Não;;serramar laticínios;;Willian;enviou e mail de apresentação
867;09/06/2015 11:00:00;Não;;Real Latco;;Ivan;Ligar de novo.
346;09/06/2015 11:00:00;Sim;11/06/2015 13:19:39;Mendonça Distribuidora;;Victor;Pedido entregue em 19/01. Acompanhar para ver se precisam de mais produto.
888;09/06/2015 02:59:59;Sim;11/06/2015 13:16:40;Pif Paf (Visconde do Rio Branco);;Victor;Daniela não pôde atender o dia todo. Pediu para ligar depois.
838;09/06/2015 02:59:59;Sim;21/06/2015 15:33:57;Hospital São Lucas;;Victor;Aguardando posição de manuteção com a Simone.
822;09/06/2015 02:59:59;Sim;10/06/2015 12:34:16;Marfrig;;Victor;Juliana disse que os preços da Diversey estão defasados e o vendedor da Diversey vai lá hoje para conversar. Já está alto, provavelmente vai aumentar. Disse para eu ligar na segunda-feira pois vai ver o que a Diversey vai passar para eles hoje.
821;09/06/2015 02:59:59;Sim;10/06/2015 12:43:57;Wick Bold;;Victor;Thais do laboratório que está acompanhando isso e montando o relatório. A própria Giuliana disse que vai cobrar a Thais, pois tiveram muitas outras coisas que eram prioridade no período e acabaram passando na frente. Pediu para ligar logo depois do feriado direto com a Thais e cobrar.
807;09/06/2015 02:59:59;Sim;11/06/2015 13:13:28;Grupo Hinomoto;;Victor;Cícero disse que vai testar este final de semana. Passar lá segunda-feira e ver se testou.
797;09/06/2015 02:59:59;Sim;21/06/2015 15:32:30;Frango Rosaves;;Victor;Enviado fichas e boletins técnicos, e pedido produtos que usam para levarmos os equivalentes se já não forem os enviados. Cobrar resposta.
779;09/06/2015 02:59:59;Sim;10/06/2015 12:54:09;Bel chocolates;;Victor;Tamara respondeu dizendo que não está testando novos fornecedores. Enviado e-mail perguntando se ela não pode receber uma visita semana que vem.
739;09/06/2015 02:59:59;Sim;11/06/2015 13:45:49;Vigor;;Victor;"Pediu para eu não esquecer de ligar depois do dia 08/06. Vai fazer uma viagem e anda meio enrolado.

"
820;08/06/2015 17:00:24;Não;;Florio;;Flavio;Levar produtos para teste
823;08/06/2015 12:00:00;Sim;12/06/2015 19:14:06;Risk Alimentos ;;Jessica;Ligar para Nubia, saber sobre produtos deixado para teste. 
737;08/06/2015 12:00:00;Sim;08/10/2015 13:37:00;;Ellen;Renan;Conversei com a Ellen, recebeu meu e-mail retornar em duas semanas
835;08/06/2015 02:59:59;Sim;11/06/2015 12:27:58;Bon-Mart;;Victor;Buscar os produtos no Pigão.
765;08/06/2015 02:59:59;Sim;02/06/2015 13:34:08;Jazam Alimentos;;Victor;Retirar tudo na casa do Pigão e levar para a Jazam e Bon-Mart.
761;08/06/2015 02:59:59;Sim;11/06/2015 11:24:21;Jazam Alimentos;;Victor;Retirar tudo na casa do Pigão e levar para a Jazam e Bon-Mart.
702;07/06/2015 02:59:59;Sim;11/06/2015 11:06:31;;;Victor;Haroldo disse que o pessoal dos almoxarifados costumam fazer o levantamento a partir do dia 20, e o início do mês enviam para ele. O gestor aprova a requisição todo dia 5
894;06/06/2015 02:59:59;Sim;05/06/2015 12:10:50;ISS;;Victor;ISS é a empresa que faz todo o processo de higienização da Zabet. Pegar todas as informações.
831;06/06/2015 02:59:59;Sim;11/06/2015 11:05:15;Marvi;;Victor;Flavia pediu para ligar até o fim desta semana, pois ainda não viu data.
784;06/06/2015 02:59:59;Sim;05/06/2015 14:02:44;Marilan;;Victor;"Visita feita e teste de alguns produtos agendados para segunda-feira 01/06. Ivan vai ajudar!



- Pro HA – 5000 CL (2 x 5l)

- Neuter Ultra (5l)

- Klinbe (5l)

- Pro R1 (2 x 5l)

- AB – AL 200 (5l)

- Sapone Bac (5l)

- Pro Ha – Gel 70 (5l)

"
774;06/06/2015 02:59:59;Sim;05/06/2015 13:20:54;Yakult;;Victor;Salustriano volta das férias na quarta ou sexta-feira.
767;06/06/2015 02:59:59;Sim;05/06/2015 19:36:41;Pif Paf (Visconde do Rio Branco);;Victor;Daniela anda enrolada o dia inteiro. Ligar amanhã.
534;06/06/2015 02:59:59;Sim;05/06/2015 12:39:45;Doces Covizzi;;Victor;Mario casou, está de licença e só volta semana que vem.
827;05/06/2015 13:00:00;Sim;12/06/2015 19:14:10;Dunga Biscoitos;;Renan;email de apresentacao enviado para a Ilza, jessica acompanhar
818;05/06/2015 02:59:59;Sim;04/06/2015 17:21:07;Zabet;;Victor;Elder ainda não voltou de férias. Volta só dia 04. É feriado mas eles vão trabalhar.
796;05/06/2015 02:59:59;Sim;05/06/2015 12:33:33;C-Vale;;Victor;Raquel retornou a ligação, disse que conversou com o pessoal, mas não vão conseguir nos receber amanhã. Programou para sexta-feira dia 12/06, mas ficou de confirmar. Vai mandar e-mail para o pessoal hoje e confirmar até amanhã.
785;05/06/2015 02:59:59;Sim;05/06/2015 12:34:50;Frigol;;Victor;Ivan vai acompanhar teste dos produtos para carretilha amanhã.
732;04/06/2015 12:00:00;Não;;Bioleve Sucos;;Renan;ligar na proxima quinta para marcar reuniao
707;04/06/2015 12:00:00;Não;;Cacau Show;;Renan;enviado a cotacao hoje, retornar para ela na proxima
598;04/06/2015 12:00:00;Não;;ZF Sachs;;Renan;Retorar dia 4/5/2015 
733;04/06/2015 11:00:44;Não;;Jao ;;Jessica;Visitar cliente.
850;04/06/2015 02:59:59;Sim;03/06/2015 14:26:58;Marfrig;;Victor;Juliana não foi trabalhar hoje. Ligar amanhã.
840;04/06/2015 02:59:59;Sim;03/06/2015 14:31:39;Junior Alimentos;;Victor;Anderson disse que é melhor eu ir tratando com a Dani, da qualidade no ramal 4459. Tentou transferir mas a ligação voltou. Tentar depois.
804;04/06/2015 02:59:59;Sim;02/06/2015 13:12:00;Bimbo;;Victor;Encaminhado para Simone.
783;04/06/2015 02:59:59;Sim;03/06/2015 20:08:15;Grupo Palazzo;;Victor;Ana Paula e Celso já foram embora. Vão as 17:15. Ligar mais cedo.
769;04/06/2015 02:59:59;Sim;03/06/2015 13:33:52;Ryco Alimentos;;Victor;Evanildo disse que foi bom que eu liguei hoje, que ele tem uma reunião com o pessoal da qualidade e vai levantar esta questão. Vai passar os produtos da Ecolab por e-mail, para eu passar os equivalentes.
768;04/06/2015 02:59:59;Sim;03/06/2015 19:48:30;Frig West;;Victor;Teste remarcado com Vanda para amanhã.
763;04/06/2015 02:59:59;Sim;05/06/2015 12:23:06;Frigorífico Cardeal;;Victor;Roberta está em reunião. Ligar depois.
747;04/06/2015 02:59:59;Sim;03/06/2015 13:37:15;Grupo Hinomoto;;Victor;Pegar uma amostra do lubrificante de esteira que eles usam para levar equivalente. Ligar na quarta-feira para ver se Cícero já usou o Mult 10.000 na limpeza de produção de pimenta.
713;04/06/2015 02:59:59;Sim;05/06/2015 12:19:10;Special Dog;;Victor;Thiago disse que está enrolado com cursos, e certificação 22.000. Disse que a Roberta da qualidade que vai tratar destas questões. Vai enviar email para Roberta com cópia para mim.
659;04/06/2015 02:59:59;Sim;03/06/2015 19:55:19;Nestlé Purina PetCare;;Victor;Enviado e-mail perguntando se já tem outra data para visita.
805;03/06/2015 18:00:00;Não;;Florio Alimentos;;Renan;teste marcado para segunda feira as 16H, flavio soliticar um pouco de mult 10000
844;03/06/2015 17:00:00;Não;;Florio;;Renan;teste remarcado para segunda feira, flavio ja esta com o produtos, se possivel pegar 1 x 5 L MULT 10000
789;03/06/2015 13:00:00;Não;;Mae Terra;;Renan;conversei com a Daniela, esta enrolada com projetos, ligar no dia 12/06
781;03/06/2015 13:00:00;Não;;Arrifana;;Renan;falei hoje com o Alexandre reuniao marcada para o dia 9/6
756;03/06/2015 13:00:00;Sim;03/06/2015 14:06:13;Rocha Pan;;Renan;Luciana recebeu o e-mail mas esta corrida, ligar na proxima semana
755;03/06/2015 13:00:00;Sim;30/10/2015 11:26:41;Suvide;;Adriana;"Última visita em 18/03/2015

Catálogo entregue. Diversas visitas. Diversos e-mails

Sem retorno algum.



Ligar para Felipe."
847;03/06/2015 02:59:59;Sim;02/06/2015 20:53:46;Wick Bold;;Victor;Pediu para ligar daqui 20 min.
832;03/06/2015 02:59:59;Sim;01/06/2015 18:22:37;Dori Alimentos;;Victor;Gislaine da Jazam trabalhava na Dori, e disse que usavam produtos da Diversey. Entrar em contato e organizar tudo.
806;03/06/2015 02:59:59;Sim;02/06/2015 13:34:13;Jazam Alimentos;;Victor;"Gislaine passou consumo de produtos e Ivan vai trazer na seunda-feira e deixar na casa do pigão, que está morando em Marília.



Teste agendado para a semana do dia 08/06."
801;03/06/2015 02:59:59;Sim;02/06/2015 14:16:18;Catupiry (Bebedouro);;Victor;Dna. Fátima fica mais em São Paulo. Já foi embora. Ligar amanhã cedo.
800;03/06/2015 02:59:59;Sim;02/06/2015 13:32:34;Bel chocolates;;Victor;Aline disse que quem vê essas questões é a Tamara. Enviado e-mail para Tamara perguntando como é o processo.
799;03/06/2015 02:59:59;Sim;02/06/2015 13:41:06;BRF Foods;;Victor;Nem Nelter e nem Marlise estão nas unidades hoje. Tentar outro dia.
795;03/06/2015 02:59:59;Sim;02/06/2015 13:31:29;C-Vale;;Victor;A hora que liguei, a Raquel já tinha saído. Chega amanhã as 7:30. Ligar cedo.
772;03/06/2015 02:59:59;Sim;02/06/2015 13:44:31;Enova Foods Catanduva;;Victor;Passar fichas técnicas para Jocineia.
757;03/06/2015 02:59:59;Sim;03/06/2015 12:41:34;Hospital São Lucas;;Victor;Levar produtos para a cozinha. Alinhar com a resposável.
752;03/06/2015 02:59:59;Sim;03/06/2015 12:24:42;Frigorífico Cardeal;;Victor;Roberta só vai estar na empresa semana que vem.
710;03/06/2015 02:59:59;Sim;03/06/2015 12:38:44;;;Victor;"Thiago disse que a segunda linha já está funcionando mas não tem previsão de quando ela para. Disse que consome aproximadamente 40 litros de clorado por mês, 25 litros de quaternário, 30 a 40 litros de alcool gel e 20 litros de sabonete bactericida.



Passar nova cotação porque os preços estão empatados com os da Ecolab. Cotinuar acompanhando"
705;03/06/2015 02:59:59;Sim;02/06/2015 13:25:16;Frig West;;Victor;Teste agendado para terça-feira 02/06.
698;03/06/2015 02:59:59;Sim;03/06/2015 14:01:17;Ceratti;;Victor;Gabriel informou que Maria Helena está se desligando da empresa. Talvez ele que cuide dessas coisas a partir de agora, mas está enrolado para receber visita. Pediu para ir tentarndo marcar.
696;03/06/2015 02:59:59;Sim;02/06/2015 13:57:52;Bon-Mart;;Victor;Teste agendado para iniciar dia 08/06. Foi solicitado quantidades e produtos que precisam para os testes. Cobrar Marcia.
695;03/06/2015 02:59:59;Sim;02/06/2015 20:07:38;Hospital São Lucas;;Victor;"Rodrigo precisa fazer a manutenção com o Nestor. Já solicitado para a Simone por e-mail.



Importante ser feito na terça-feira."
681;03/06/2015 02:59:59;Sim;02/06/2015 20:09:54;Pão de Queijo do Maestro;;Victor;Disse que vai retornar assim que possíve.
675;03/06/2015 02:59:59;Sim;03/06/2015 12:22:16;Junior Alimentos;;Victor;Anderson começou a cuidar disso agora dia 05/05. Está com algumas visitar marcadas para a próxima semana, e disse que ainda está meio perdido no departamento. Pediu portifólio por email. Vai dar uma olhada e agendar uma data.
644;03/06/2015 02:59:59;Sim;03/06/2015 11:43:20;Frango nutribem;;Victor;Rafael disse que passou para o pessoal da diretoria mas não deram resposta. Fica meio com medo de cobrar o diretor, mas vai ver se comenta essa semana. Disse que posso ligar de novo no fim da semana que vem.
630;03/06/2015 02:59:59;Sim;02/06/2015 13:20:04;Frango Facio;;Victor;Telefonista disse que Vitor está correndo atrás das coisas do casamento dele até a outra semana, por isso está difícil encontrá-lo na empresa. Ir tentando.
479;03/06/2015 02:59:59;Sim;02/06/2015 14:03:24;Alimentos Wilson;;Victor;Alinhar questões com Vera. Já foi deixado caderno e catálogo em mãos.
382;02/06/2015 13:00:00;Sim;02/06/2015 14:41:34;Zippy Alimentos;;Victor;"Bruna disse que ainda estão comprando da R2 mas já passou tudo para o Junior, que não está podendo dar prioridade neste assunto agora.



Tem mais pessoas acima do Junior envolvidas no circuito, mas depois que a Braspeixe comprou, eles estão dando prioridade a outras questões."
660;02/06/2015 12:00:00;Sim;03/06/2015 19:44:25;Florio Alimentos;;Renan;Teste marcado para terca feira, solicitado amostras para simone
815;02/06/2015 11:10:14;Sim;19/10/2015 18:53:38;Unidade Alvenius ;;Jessica;Conversei com a nutri Andrelina, que fez alguns pedidos, porém Flávia não sabe se irá liberar. Instalar diluídos próxima semana 
719;02/06/2015 11:00:55;Sim;19/10/2015 18:53:35;Prov Chips ;;Jessica;Estou aguardando uma resposta.
760;02/06/2015 11:00:11;Não;;Unidade Pombo;;Jessica;"Conversei com a nova nutri Jaqueline.

Precisamos trocar a máquina de lavar, pois Ecolab tirou os nossos produtos. Ajustar com o Renan "
697;02/06/2015 11:00:03;Sim;19/10/2015 18:53:33;Satsumaya;;Jessica;Conversei com o Felipe, ele retornou do hospital pediu para esperar um pouco. 
223;02/06/2015 11:00:00;Sim;02/06/2015 12:55:51;Supergelados Nora;;Victor;"Enviado e-mail para Brisa. Disse que vai nos colocar na próxima cotação.



Ligar perto da metade do mês, que é quando ela começa a fazer as cotações mensais."
851;02/06/2015 02:59:59;Sim;01/06/2015 19:49:55;Catupiry (Bebedouro);;Victor;Tentar agendar com Dna. Fátima para visitar na terça-feira 02/06.
843;02/06/2015 02:59:59;Sim;03/06/2015 11:39:57;Fundação Salvador Arena;;Victor;Fez pedido hoje. Acompanhar se pedido foi entregue e instalações feitas tudo ok.
841;02/06/2015 02:59:59;Sim;01/06/2015 20:13:24;Bel chocolates;;Victor;"Deixado caderno para Aline Lázaro e Ellen.



Aline não pôde receber em mãos, pois toda sexta-feira durante a tarde ela faz análise microbiológica. Na Hercules, que é do mesmo grupo, falaram que na Bel compram produtos da Nippon. Precisa ligar para agendar visita outro dia."
839;02/06/2015 02:59:59;Sim;02/06/2015 12:53:29;D'Guste;;Victor;Entregar produtos e dosador na segunda-feira.
837;02/06/2015 02:59:59;Sim;02/06/2015 12:50:37;Frango Rosaves;;Victor;Teste agendado para o dia 22/06. Enviar fichas tecnicas e deixar tudo certo.
828;02/06/2015 02:59:59;Sim;02/06/2015 12:35:56;Bimbo;;Victor;Se Jeferson não preencher, encaminhar para Simone.
816;02/06/2015 02:59:59;Sim;01/06/2015 14:27:17;Zabet;;Victor;Elder está de férias. Conversei com a Renata em 28/05 e é só Elder mesmo. Volta na semana que vem.
814;02/06/2015 02:59:59;Sim;02/06/2015 20:08:58;Cutrale Sucocítrico;;Victor;Ver se Thiago já conversou com Ayr para dar uma enrolada e ver o que vai fazer.
803;02/06/2015 02:59:59;Sim;01/06/2015 19:45:54;C-Vale;;Victor;Raquel disse que vai ter uma reunião hoje ou amanhã com o pessoal do 3o. turno, que faz a higienização, e vai confirmar se a gente pode acompanhar no dia 03/06. 
788;02/06/2015 02:59:59;Sim;02/06/2015 19:52:29;Frigol;;Victor;Ivan vai trazer amostras e deixar na Frigol segunda-feira (01/06)
749;02/06/2015 02:59:59;Sim;02/06/2015 12:26:35;Fazenda Bela Vista;;Victor;Enviado e-mail com catálogo para Paulo Cesar e Maurinho. Agendar visita.
744;02/06/2015 02:59:59;Sim;03/06/2015 11:39:22;Ryco Alimentos;;Victor;Passei na empresa, evanildo estava em uma reuniao e não pode receber o catalogo em maos.
743;02/06/2015 02:59:59;Sim;02/06/2015 12:20:12;Marfrig;;Victor;Juliana disse que vai tentar agendar visita com o gerente dela para sexta-feira.
735;02/06/2015 02:59:59;Sim;01/06/2015 20:16:23;;;Victor;Visita agendada para segunda-feira às 14:00 hrs
