ID;Nome;Nome Fantasia;Razão Social;CNPJ;Telefone;Celular;E-mail;WhatsApp;Website;Endereço Completo;Rua;Número;Complemento;Bairro;Cidade;Estado;CEP;Setor;Categoria;Responsável;Data Cadastro;Total Histórico;Total Negócios;Descrição
759;Liceu jardim;Liceu jardim;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;18/10/2017 14:03;0;0;
240;Lider Alimentos;Lider Alimentos;;;(18) 2101-3909;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;04/05/2015 22:34;5;0;
157;Life Company;Life Company;;;(19) 3504-7200;;;;;Braz Rodrigues de Souza, 344, Rosário do Sul, SP;Braz Rodrigues de Souza;344;;;Rosário do Sul;SP;;Geral / Outros;Sem Categoria;Não Atribuído;26/05/2015 17:24;2;0;
660;Lindoya Verão;Lindoya Verão;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;20/08/2015 21:38;0;0;
177;Liotécnica;Liotécnica;;;(11) 4785-2300;;;;www.liotecnica.com.br;Av. João Paulo I, 1098, Jardim Santa Bárbara, Miraselva, SP, 06818901;Av. João Paulo I;1098;;Jardim Santa Bárbara;Miraselva;SP;06818901;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 21:38;5;0;
183;Lips Sorvetes;Lips Sorvetes;;;(11) 25537000;;;;;Rua Jerônimo prado, 6, SP;Rua Jerônimo prado;6;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;12/06/2015 02:18;1;0;
48;Livenza Massas;Livenza Massas;;;(11) 2915-5555;;;;;Rua Antônio Frederico, 77, Jardim Independência, Álvares Florence, SP;Rua Antônio Frederico;77;;Jardim Independência;Álvares Florence;SP;;Geral / Outros;Sem Categoria;Não Atribuído;24/06/2015 20:20;17;0;
280;Llinea Alimentacao;Llinea Alimentacao;;;(11) 2424-2579;;;;;Avenida Copacabana, 277, Álvares Florence, SP;Avenida Copacabana;277;;;Álvares Florence;SP;;Geral / Outros;Sem Categoria;Não Atribuído;15/06/2015 17:29;2;0;
118;Lobits - Milho de Ouro;Lobits - Milho de Ouro;;;(11) 4781-0242;;;;;Avenida Sete de Setembro, 1101, Miraselva, SP;Avenida Sete de Setembro;1101;;;Miraselva;SP;;Geral / Outros;Sem Categoria;Não Atribuído;19/01/2015 13:54;2;0;
2412;Logfarma;Logfarma;;;(1) 14428-1490;;;;;Araçatuba, 426, Santa Maria, 09071310;Araçatuba;426;;Santa Maria;;;09071310;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
459;Long Way Alimentos;Long Way Alimentos;;;(11) 4615-5858;;;;;Rua Pacífico , 160, Faxinal, SP;Rua Pacífico ;160;;;Faxinal;SP;;Geral / Outros;Sem Categoria;Não Atribuído;28/05/2015 19:04;5;0;
2241;Longevita;Longevita;;;(1) 14902-2526;;;;;Dos Emboabas, 16, Vila Pires, 09195420;Dos Emboabas;16;;Vila Pires;;;09195420;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
129;Los Caldense Paletas Mexicanas;Los Caldense Paletas Mexicanas;;;(35) 3714-7774;;;;;Rua São Paulo, 265, Porangatu, MG;Rua São Paulo;265;;;Porangatu;MG;;Geral / Outros;Sem Categoria;Não Atribuído;22/06/2015 22:46;1;0;
2008;Lourdes Massae - Gol Confins;Lourdes Massae - Gol Confins;;;;;;;;Aeroporto Internacional Tancredo Neves, Aeroporto, 33400000;Aeroporto Internacional Tancredo Neves;;;Aeroporto;;;33400000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
519;Lual Alimentos;Lual Alimentos;;;(11) 4013-4429;;;;;Rodovia Dom Gabriel Paulino Bueno Couto, 814, Medianeira, SP;Rodovia Dom Gabriel Paulino Bueno Couto;814;;;Medianeira;SP;;Geral / Outros;Sem Categoria;Não Atribuído;15/10/2015 16:15;3;0;
150;Lual Alimentos (Brassuk);Lual Alimentos (Brassuk);;;(11) 4023-7500;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 21:52;4;0;
2415;Lubricar;Lubricar;;;;;;;;Higienópolis, 275, Vila Gilda, 09190360;Higienópolis;275;;Vila Gilda;;;09190360;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2313;Lumini Motel;Lumini Motel;;;(1) 12197-0666;;;;;Rubens Meireles, 477, Várzea Da Barra Funda, 01141000;Rubens Meireles;477;;Várzea Da Barra Funda;;;01141000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
915;Lyndoia Original;Lyndoia Original;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;20/08/2015 21:33;1;0;
374;Macarrão Siena;Macarrão Siena;;;(19) 3881-1550;;;;;Rua Duilio Beltrame, 7501, Constantina, SP;Rua Duilio Beltrame;7501;;;Constantina;SP;;Geral / Outros;Sem Categoria;Não Atribuído;16/01/2015 12:49;1;0;16/01/2015 enviado catalogo por e-mail para Marcelo ( Qualidade)
839;Macrozen Produtos Naturais e Integrais;Macrozen Produtos Naturais e Integrais;;;(11) 3326-7033;;;;;Itariri, 76, Caninde, Álvares Florence, SP;Itariri;76;;Caninde;Álvares Florence;SP;;Geral / Outros;Sem Categoria;Não Atribuído;24/08/2015 21:39;1;0;
254;Mae Terra;Mae Terra;;;(11) 3468-0187;;;;;Sabia, 45, Dois Irmãos do Tocantins, SP;Sabia;45;;;Dois Irmãos do Tocantins;SP;;Geral / Outros;Sem Categoria;Não Atribuído;04/05/2015 19:45;4;0;
2472;Maicon Alex Sander Ezidio;Maicon Alex Sander Ezidio;;;;;;;;Cristiano Lobe, 119, Cidade Tiradentes, 08475340;Cristiano Lobe;119;;Cidade Tiradentes;;;08475340;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
184;Maks Fruit;Maks Fruit;;;(11) 39455571;;chamadotecnico@maksfruit.com.br;;;Av Alto do Rio Branco , 214, SP;Av Alto do Rio Branco ;214;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;12/06/2015 02:18;1;0;
163;Mama Refeicoes;Mama Refeicoes;;;(11) 99187-1255;;;;;Alagoa, SP;;;;;Alagoa;SP;;Geral / Outros;Sem Categoria;Não Atribuído;13/07/2015 20:51;1;0;
2018;Manduu;Manduu;;;;;;;;Das Bandeiras, 266, Jardim, 09090780;Das Bandeiras;266;;Jardim;;;09090780;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
416;Manserv;Manserv;;;(11) 4225-5800;;;;www.manserv.com.br;Rua Nazaret, 369, Barcelona, Cerro Negro, SP, 09551200;Rua Nazaret;369;;Barcelona;Cerro Negro;SP;09551200;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2014 16:12;0;1;Manutenção e limpeza industrial
493;Marfrig;Marfrig;;;(11) 4422-7200;;;;www.marfrig.com.br;Prefeito José Carlos, 730, Alagoa, SP, 13295000;Prefeito José Carlos;730;;;Alagoa;SP;13295000;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2014 05:34;14;1;
194;Marfrig - Promissão;Marfrig - Promissão;;;(14) 3543-9600;;;;;Tibau, SP;;;;;Tibau;SP;;Geral / Outros;Sem Categoria;Não Atribuído;20/07/2015 20:53;1;0;
73;Marilan;Marilan;;;(14) 2105-6000;;;;;Avenida Jose de Grande, São Francisco, SP;Avenida Jose de Grande;;;;São Francisco;SP;;Geral / Outros;Sem Categoria;Não Atribuído;15/01/2015 13:40;18;0;Conersei com a vanessa no dia 15/01 e a Marta responsavel volta no dia 19/01
2285;Marita - Oakberry Ipiranga;Marita - Oakberry Ipiranga;;;;;;;;Bom Pastor, 1592, Ipiranga, 04203003;Bom Pastor;1592;;Ipiranga;;;04203003;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2343;Marrma - Zucco Morumbi;Marrma - Zucco Morumbi;;;(1) 13083-7406;;;;;Roque Petroni Júnior 1089, 1089, Jardim Das Acácias, 04707900;Roque Petroni Júnior 1089;1089;;Jardim Das Acácias;;;04707900;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
171;Marvi;Marvi;;;(14) 3322-6832;;;;;Km 376, Rodovia Melo Peixoto, Piranga, SP;;;Km 376;Rodovia Melo Peixoto;Piranga;SP;;Geral / Outros;Sem Categoria;Não Atribuído;23/04/2015 17:03;10;0;
2470;Marvi Ourinhos;Marvi Ourinhos;;;(1) 43302-4410;;;;;Sao Paulo/Parana, Jardim Paris, 19904100;Sao Paulo/Parana;;;Jardim Paris;;;19904100;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
83;Marvi Sorvetes;Marvi Sorvetes;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 13:22;0;1;
75;Massa X;Massa X;;;;;compras@massaxalimentos.com.br;;;Rua tung 300;Rua tung 300;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;28/05/2015 22:18;0;0;Paula compradora e Diego não estavam. Deixei catálogo e enviei e-mail 22/05
110;Massas Aricanduva;Massas Aricanduva;;;(11) 20594800;;;;;Frei Julião Romero , 246, SP;Frei Julião Romero ;246;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;25/06/2015 02:41;0;0;
480;Masterfoods;Masterfoods;;;(19) 3805-8600;;;;www.mars.com;Avenida Geraldo Potiguara Silveira Franco, 900, Parque da Empresa, Serra Talhada, SP, 13803340;Avenida Geraldo Potiguara Silveira Franco;900;;Parque da Empresa;Serra Talhada;SP;13803340;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2014 03:24;0;1;Alimentícia
382;Mata Boi Alimentos;Mata Boi Alimentos;;;(34) 3221-2700;;;;;Avenida Governador Rondon Pacheco, 3927, Itabaianinha, MG;Avenida Governador Rondon Pacheco;3927;;;Itabaianinha;MG;;Geral / Outros;Sem Categoria;Não Atribuído;22/06/2015 23:37;11;0;
728;Matilat;Matilat;;;(17) 3531-1700;;;;http://www.matilat.com.br/;Rua Florianópolis, 1, São Francisco, São João da Lagoa, SP, 15806015;Rua Florianópolis;1;;São Francisco;São João da Lagoa;SP;15806015;Geral / Outros;Sem Categoria;Não Atribuído;07/01/2016 13:43;8;0;
96;Matilat Laticínios;Matilat Laticínios;;;(17) 3531-1700;;;;;Rua Florianópolis, 1, São Francisco, São João da Lagoa, SP, 15806015;Rua Florianópolis;1;;São Francisco;São João da Lagoa;SP;15806015;Geral / Outros;Sem Categoria;Não Atribuído;05/02/2015 20:03;7;0;
219;Max Brill;Max Brill;;;(11) 3706-9706;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;12/06/2015 21:05;2;0;
453;Max Food;Max Food;;;;;;;;10276, Itinga, SP;;10276;;;Itinga;SP;;Geral / Outros;Sem Categoria;Não Atribuído;28/05/2015 19:04;2;0;
2430;Mc Afonso;Mc Afonso;;;(1) 14994-1027;;;;;José Caballero, 189, Vila Bastos, 09040210;José Caballero;189;;Vila Bastos;;;09040210;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
524;MeGusta Gourmet;MeGusta Gourmet;;;(11) 4538-1083;;;;;Rua Piza e Almeida, 452, Sala 34, Centro, Landri Sales, SP;Rua Piza e Almeida;452;Sala 34;Centro;Landri Sales;SP;;Geral / Outros;Sem Categoria;Não Atribuído;01/09/2015 22:25;0;0;
429;Mendonça Distribuidora;Mendonça Distribuidora;;;(11) 2146-8761;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 21:46;10;0;
2247;Mercadinho Do Bebe;Mercadinho Do Bebe;;;;;;;;Vieira De Carvalho, 439, Santa Terezinha, 09210630;Vieira De Carvalho;439;;Santa Terezinha;;;09210630;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2218;Mercadominio;Mercadominio;;;;;;;;Giovanni Gronchi, 6829, Vila Andrade, 05724003;Giovanni Gronchi;6829;;Vila Andrade;;;05724003;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
109;Mezzani Massas;Mezzani Massas;;;(14) 3103-3311;;;;;Waldemar Pereira Silveira, 327, Aparecida D Oeste, SP;Waldemar Pereira Silveira;327;;;Aparecida D Oeste;SP;;Geral / Outros;Sem Categoria;Não Atribuído;11/05/2015 20:44;2;0;
2478;Mf Mix Concreto - Sbc;Mf Mix Concreto - Sbc;;;(1) 14153-9191;;;;;Particular Fukutaro Yida, 40, Cooperativa, 09852060;Particular Fukutaro Yida;40;;Cooperativa;;;09852060;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
156;Mg Entreposto;Mg Entreposto;;;(11) 55413344;;tonimg@outlook.com;;;Alameda Santo Amaro , 525, SP;Alameda Santo Amaro ;525;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;13/06/2015 01:08;1;0;
2469;Michelle Silva Carvalho De Jesus;Michelle Silva Carvalho De Jesus;;;(1) 14366-9777;;;;;Serra Do Japi, 47, Cooperativa, 09855260;Serra Do Japi;47;;Cooperativa;;;09855260;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
24;Mil Green;Mil Green;;;(11) 2915-7670;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 22:32;2;0;
458;Minalice;Minalice;;;(16) 3984-9100;;;;;Rod. SP - 253, KM 04, Centro, Jaboatão dos Guararapes, SP, 14200000;Rod. SP - 253;;KM 04;Centro;Jaboatão dos Guararapes;SP;14200000;Geral / Outros;Sem Categoria;Não Atribuído;05/02/2015 20:16;2;0;
376;Minalice Bolachas;Minalice Bolachas;;;(16) 3984-9100;;;;;Rod.SSM 110 Km04, Jaboatão dos Guararapes, SP;Rod.SSM 110 Km04;;;;Jaboatão dos Guararapes;SP;;Geral / Outros;Sem Categoria;Não Atribuído;16/01/2015 15:32;1;0;16/01/2015 enviado apresentacao por e-mail para compras - a/c Paulo - pmelo@minalice.com.br
211;Minas Castro;Minas Castro;;;(34) 3513-0620;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;22/06/2015 21:19;4;0;
295;Minerva Foods;Minerva Foods;;;(17) 3321-3484;;;;www.minervafoods.com.br;Avenida Antônio Manso Bernardes, Oriente, Novo Mundo, SP, 14781545;Avenida Antônio Manso Bernardes;;;Oriente;Novo Mundo;SP;14781545;Geral / Outros;Sem Categoria;Não Atribuído;06/10/2014 21:34;12;1;Frigorífico
2203;Mja Food - All Parmegiana;Mja Food - All Parmegiana;;;(1) 14577-0399;;;;;Domingos Agostim, 91, Cidade Mãe Do Céu, 03306010;Domingos Agostim;91;;Cidade Mãe Do Céu;;;03306010;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
86;Mn Propolis;Mn Propolis;;;(11) 4790-4600;;;;;Tenente Onofre Aguiar, 820, Aimorés, SP;Tenente Onofre Aguiar;820;;;Aimorés;SP;;Geral / Outros;Sem Categoria;Não Atribuído;16/01/2015 12:40;4;0;15/01 Liguei prospectar mas Paula não estava
399;MNM Refeições;MNM Refeições;;;(11) 2856-7500;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 22:31;1;0;
126;Mococa Laticinios;Mococa Laticinios;;;(19) 3666-7100;;;;;Rua Salustiano Lima, 2, Mato Rico, SP;Rua Salustiano Lima;2;;;Mato Rico;SP;;Geral / Outros;Sem Categoria;Não Atribuído;15/01/2015 20:21;5;0;
314;Moinho Santa Clara;Moinho Santa Clara;;;(11) 42234277;;;;;Heloisa Pamplona, , 842, SP;Heloisa Pamplona, ;842;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;28/05/2015 19:04;7;0;
71;Mondelez;Mondelez;;;(41) 3202-8000;;;;www.mondelez.com.br;Avenida Juscelino Kubitschek de Oliveira, 13300, Cidade Industrial, Duartina, PR, 81450000;Avenida Juscelino Kubitschek de Oliveira;13300;;Cidade Industrial;Duartina;PR;81450000;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2014 05:39;1;1;Alimentícia
2345;Monte Carlo;Monte Carlo;;;;;;;;Vitória, 116, Vila Assunção, 09030050;Vitória;116;;Vila Assunção;;;09030050;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
618;Monte castelo;Monte castelo;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;24/08/2015 18:39;0;0;
707;Motel Millennium;Motel Millennium;;07543652000111;(17) 3267-1224;;;;;Rodovia Assis Chateaubriand - Km 174, Zona Rural, Caiçara do Norte, SP, 15110000;Rodovia Assis Chateaubriand - Km 174;;;Zona Rural;Caiçara do Norte;SP;15110000;Geral / Outros;Sem Categoria;Não Atribuído;22/09/2015 20:09;3;0;Inscrição Estadual: 323.056.895.111
514;Motel Parati;Motel Parati;;;(17) 3227-4554;;;;;Avenida das Águias, 557, Loteamento Parque dos Pássaros, Nova Brasilândia, SP, 15093641;Avenida das Águias;557;;Loteamento Parque dos Pássaros;Nova Brasilândia;SP;15093641;Geral / Outros;Sem Categoria;Não Atribuído;22/09/2015 19:49;1;0;
2072;Mundo Rural;Mundo Rural;;;(1) 14316-1592;;;;;Dom Pedro I, 1715, Silveira, 09110001;Dom Pedro I;1715;;Silveira;;;09110001;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
246;Munik Chocolates;Munik Chocolates;;;;;compras@munik.com.br;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;15/06/2015 20:35;0;0;
217;Muraro Bebidas;Muraro Bebidas;;;(54) 3292-2266;;;;;Frei Eugenio , 855, Jacupiranga, RS;Frei Eugenio ;855;;;Jacupiranga;RS;;Geral / Outros;Sem Categoria;Não Atribuído;21/05/2015 16:17;2;0;
2159;Murilo;Murilo;;;(1) 12564-7351;;;;;Antonio Caputo, 258, Rio Grande, 09830285;Antonio Caputo;258;;Rio Grande;;;09830285;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2073;Mvgb;Mvgb;;;(1) 93802-9800;;;;;Adelina Boz Marfim, Jundiapeba, 08752040;Adelina Boz Marfim;;;Jundiapeba;;;08752040;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2479;Mvgb Refeiçoes;Mvgb Refeiçoes;;;(1) 93802-9800;;;;;Engenheiro Cândido Do Rego Chaves, Jundiapeba, 08751300;Engenheiro Cândido Do Rego Chaves;;;Jundiapeba;;;08751300;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
42;My Temaki;My Temaki;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;10/11/2014 18:04;0;0;
354;Nacon Laticinio;Nacon Laticinio;;;(16) 3324-5172;;;;;Fortunato Bressan, Flores, SP;Fortunato Bressan;;;;Flores;SP;;Geral / Outros;Sem Categoria;Não Atribuído;15/01/2015 15:51;2;0;
37;Naw Ind;Naw Ind;;;(11) 24314241;;;;;Piraúba, SP;;;;;Piraúba;SP;;Geral / Outros;Sem Categoria;Não Atribuído;07/07/2015 22:17;2;0;
572;Neolat;Neolat;;;(18) 3265-6553;;;;;Avenida Pedro de Toledo, 1065, Vila Iguaçu, Chapecó, SP;Avenida Pedro de Toledo;1065;;Vila Iguaçu;Chapecó;SP;;Geral / Outros;Sem Categoria;Não Atribuído;07/01/2016 13:15;8;0;
205;Neolat Laticinios - Queijos Ipanema;Neolat Laticinios - Queijos Ipanema;;;(18) 3265-2588;;;;;Avenida Pedro De Toledo, 1055, Chapecó, SP;Avenida Pedro De Toledo;1055;;;Chapecó;SP;;Geral / Outros;Sem Categoria;Não Atribuído;11/05/2015 22:16;3;0;
227;Nestlé Purina PetCare;Nestlé Purina PetCare;;60409075010891;(11) 5508-7585;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;05/02/2015 19:21;13;0;
448;Netto Alimentos;Netto Alimentos;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 22:34;0;0;
74;New Age Bebidas;New Age Bebidas;;;(19) 3573-6600;;max@newagebebidas.com.br;;;Rod Anhanguera km 607, Indaial, SP;Rod Anhanguera km 607;;;;Indaial;SP;;Geral / Outros;Sem Categoria;Não Atribuído;13/06/2015 01:08;2;0;
795;New Italian;New Italian;;;(11) 4772-7373;;;;;Rua João Dias Ribeiro, 352, Centro, Pirapetinga, SP, 06600070;Rua João Dias Ribeiro;352;;Centro;Pirapetinga;SP;06600070;Geral / Outros;Sem Categoria;Não Atribuído;10/03/2016 16:43;1;0;
69;New Millen;New Millen;;;(11) 4447-2220;;;;;Dr. José Luis Leme Maciel, 327, Israelândia, SP, 07760000;Dr. José Luis Leme Maciel;327;;;Israelândia;SP;07760000;Geral / Outros;Sem Categoria;Não Atribuído;04/12/2014 15:52;10;0;Suplementos
934;Nexx Móteis;Nexx Móteis;;;(11) 99552-2710;;;;;Ricardo Jaffet;Ricardo Jaffet;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;05/11/2015 02:14;3;0;
312;Ninfa;Ninfa;;78099777000142;(45) 3240-8500;;;;www.ninfa.com.br;BR 277, Km 667,4, Área Industrial, Moraújo, PR, 85884000;BR 277;;Km 667,4;Área Industrial;Moraújo;PR;85884000;Geral / Outros;Sem Categoria;Não Atribuído;03/02/2015 20:30;7;0;Biscoitos
165;Norac do Brasil - Atelie do Sabor;Norac do Brasil - Atelie do Sabor;;;(15) 3249-2890;;;;;Sabará, 400, Açailândia, SP;Sabará;400;;;Açailândia;SP;;Geral / Outros;Sem Categoria;Não Atribuído;21/05/2015 21:24;1;0;
433;Nosso Tempero;Nosso Tempero;;07879980000193;(17) 3641-1523;;;;;Av. Marginal, S/N, Distrito Industrial III, Nova Canaã do Norte, SP, 15775000;Av. Marginal, S/N;;;Distrito Industrial III;Nova Canaã do Norte;SP;15775000;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2014 13:52;6;0;
2277;Novilho - Npi Leo;Novilho - Npi Leo;;;(1) 15061-5260;;;;;Arcipreste Ezequias, 826, Vila São José (Ipiranga), 04271060;Arcipreste Ezequias;826;;Vila São José (Ipiranga);;;04271060;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
70;NT Gourmet;NT Gourmet;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 13:22;0;0;
2087;Nutr'S  - Bom Peixe Cd;Nutr'S  - Bom Peixe Cd;;;(1) 93441-2568;;;;;Sp-308, Dois Córregos, 13423170;Sp-308;;;Dois Córregos;;;13423170;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2346;Nutr'S - Bom Peixe Fabrica;Nutr'S - Bom Peixe Fabrica;;;;;;;;João Franco De Oliveira, 980, Unileste, 13422160;João Franco De Oliveira;980;;Unileste;;;13422160;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2235;Nutr'S Grupo;Nutr'S Grupo;;;(1) 14577-0399;;;;;Sp-308, Dois Córregos, 13423170;Sp-308;;;Dois Córregos;;;13423170;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2264;Nutri Hospitalar - Ipiranga;Nutri Hospitalar - Ipiranga;;;(1) 42106-9600;;;;;Nazaré, 28, Ipiranga, 04262100;Nazaré;28;;Ipiranga;;;04262100;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2405;Nutri Massa;Nutri Massa;;;(1) 14109-1848;;;;;Dos Casa, 2551, Dos Casa, 09840000;Dos Casa;2551;;Dos Casa;;;09840000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
195;Nutri Nipo- Nutri Serv;Nutri Nipo- Nutri Serv;;;(11) 2412-9472;;;;;Rua Itajuba, Piraúba, SP;Rua Itajuba;;;;Piraúba;SP;;Geral / Outros;Sem Categoria;Não Atribuído;17/07/2015 18:12;6;0;
636;Nutribem;Nutribem;;;(17) 3811-1116;;;;http://www.frangonutribem.com.br/;Campos Novos Paulista, SP, 15210000;;;;;Campos Novos Paulista;SP;15210000;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2015 18:52;4;0;
438;Nutriline Alimentação;Nutriline Alimentação;;;(11) 2412-3277;;;;;Rua Dagmar, 37, Piraúba, SP;Rua Dagmar;37;;;Piraúba;SP;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 23:36;6;0;
342;Nutrimix;Nutrimix;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;08/01/2015 02:16;2;0;
28;Nutriplan;Nutriplan;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2014 13:52;0;0;
615;Nutrisom 9 de julho;Nutrisom 9 de julho;;;(11) 3255-4263;;;;;Vd nove de julho 160, Centro, SP;Vd nove de julho 160;;;Centro;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;24/08/2015 20:09;0;1;
2658;Oak Acai Continental Ltda;Oak Acai Continental Ltda;;;;;;;;Leão Machado, 100, 100, Parque Continental, 05328999;Leão Machado, 100;100;;Parque Continental;;;05328999;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2586;Oakberry Açaí Bowls;Oakberry Açaí Bowls;;;;;;;;Augusta, 1524, Consolacao, 01304000;Augusta;1524;;Consolacao;;;01304000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2676;Oakberry - Alameda Santos;Oakberry - Alameda Santos;;;;;;;;Santos, 1518, Cerqueira Cesar, 01418102;Santos;1518;;Cerqueira Cesar;;;01418102;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2569;Oakberry Caninde;Oakberry Caninde;;;(1) 19991-3164;;;;;Cruzeiro Do Sul, Canindé, 02030100;Cruzeiro Do Sul;;;Canindé;;;02030100;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2603;Oakberry - Ernestina;Oakberry - Ernestina;;;;;;;;Antônio De Oliveira Gago, 108, Jardim Ernestina, 04677090;Antônio De Oliveira Gago;108;;Jardim Ernestina;;;04677090;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2517;Oakberry - Jd. Iris;Oakberry - Jd. Iris;;;;;;;;Raimundo Pereira De Magalhães, 1465, 1465, Jardim Íris, 05145907;Raimundo Pereira De Magalhães, 1465;1465;;Jardim Íris;;;05145907;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2604;Oakberry - Penha;Oakberry - Penha;;;;;;;;Doutor Ricardo Jafet, 1501, Vila Santa Eulalia, 04260020;Doutor Ricardo Jafet;1501;;Vila Santa Eulalia;;;04260020;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2736;Oakberry - São Caetano Do Sul;Oakberry - São Caetano Do Sul;;;;;;;;Terracota, 545, Ceramica, 09531190;Terracota;545;;Ceramica;;;09531190;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
2544;Oakberry Shoping Barueri;Oakberry Shoping Barueri;;;;;;;;General De Divisão De Pedro Rodrigues Da Silva, 400, < Sem  Bairro >, 06044018;General De Divisão De Pedro Rodrigues Da Silva;400;;< Sem  Bairro >;;;06044018;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
