ID;ID Servidor;Data;Empresa;Contato/Pessoa;Usuário;Texto do Histórico / Anotação
1338;4591171;30/06/2015 20:28:48;Queijos Regina;;Adriana;"Conversei com a Raquel por telefone. 

Catálogo de apresentação enviado hoje por e-mail.

Concorrente: Kalykim"
1305;4588554;30/06/2015 19:21:50;Guaraná Mineiro;;Adriana;"Entrei em contato com o Fabricio da qualidade também, ele pediu para eu entrar em contato direto com o Roberto (qualidade).

Mas ele estava na produção.

Enviei catálogo por e-mail. Retornar ligação."
1378;4588291;30/06/2015 19:14:19;Laticínios Baby ;;Adriana;"Entrei em contato com o Luís agora, ele pediu para retornar a ligação amanhã cedo para falar direto com a Adriana (resposável da limpeza).

Em seguida cobrar a data que podemos realizar os testes."
1369;4587742;30/06/2015 18:59:44;El Botin;;Adriana;"Conversei com a Aline de compras. 

Enviei o catálogo hoje. 

Elaborar cotação para os 04 restaurantes."
1315;4587489;30/06/2015 18:53:43;El Botin;;Adriana;Kiko (dono) pediu meu cartão há 2 semanas.
1348;4586904;30/06/2015 18:39:40;Nutriline Alimentação;;Adriana;"Elaborar outra cotação e enviar no e-mail

producao@nutriline.com.br

A/C: Daniela e Mariana"
1328;4586829;30/06/2015 18:38:12;Nutriline Alimentação;;Adriana;"Visitei dia 25/06.

Conversei com a Daniela e com a Mariana. A Claudia está de férias."
1312;4586660;30/06/2015 18:34:31;Frigo Plus;;Adriana;Liguei hoje para o Robson. Pediu para retornar no final da semana.
1346;4586477;30/06/2015 18:30:18;Bragenfrig;;Adriana;"Hoje conversei com a Tania por telefone.

Catálogo enviado por e-mail. "
1387;4581837;30/06/2015 16:26:59;Bragenfrig;;Adriana;Tentei contato com a Tania por telefone. Ligar de novo.
1330;4581728;30/06/2015 16:20:56;Bragenfrig;;Adriana;Tania: 11 3218-6200
1372;4581520;30/06/2015 16:08:23;Bel Cook Alimentos;;Adriana;E-mail enviado para Camila (qualidade), solicitando oportunidade de teste.
1341;4581416;30/06/2015 16:02:22;Calu - Laticinios;;Adriana;Enviei e-mail ao Marcelo cobrando retorno da cotação e dos docs enviados.
1375;4581283;30/06/2015 15:54:43;Doce Mineiro;;Adriana;"E-mail enviado mais uma vez cobrando o retorno para testes.

Não consegui contato por telefone, só chama até cair na caixa postal."
1317;4581187;30/06/2015 15:47:15;Boa Cozinha;;Adriana;Kelvin está de férias. Retornar contato após dia 15/07.
1358;4581032;30/06/2015 15:35:19;JLA Alimentação;;Adriana;Instalar equipamentos no Hospital São Matheus dia 01/07.
1318;4570163;29/06/2015 20:43:49;Predilecta;;Victor;Renato disse que a produção de molho de tomate inicia amanhã. Tavez no meio de Julho já esteja tudo estabilizado para podermos agendar os testes.
1398;4570118;29/06/2015 20:42:36;Salute;;Victor;"Entreguei catálogo em mãos. O processo é iniciado por compras e a pessoa de compras estava em fechamento de mês e não pôde me receber.



Ligar depois."
1320;4552617;29/06/2015 12:10:19;Frigocruz;;Ivan;Teste bem avaliado. Discutir preços.
1342;4552597;29/06/2015 12:09:19;Di Cunto;;Ivan;"Reuniao realizada com Elis e Marco. 

Mandar os produtos equivalentes aos que a ELis quer cotar conosco. "
1355;4552563;29/06/2015 12:07:45;Frango Rosaves;;Ivan;Relatório feito, reuniao hoje 29/06/2015 para acertarmos valores.
1334;4541628;26/06/2015 17:30:47;Marilan;;Victor;Edemir já encaminhou tudo parar Irineu. Irineu não está na empresa hoje. Tentar outro dia.
1353;4537496;26/06/2015 14:26:26;Laticínios Jussara;;Victor;Claudio entrou de férias. Ligar daqui 3 semanas.
1306;4536918;26/06/2015 14:11:51;Renome Refeições;;Flavio;Contrato encerrará em Agosto
1308;4536413;26/06/2015 14:00:01;Marfrig;;Victor;"Laercio enviou e-mail para Sandro da unidade de Promissão. Acompanhar com Sandro para inicar testes.



Telefone de Promissão: (14) 3543-9600"
1345;4535088;26/06/2015 13:27:07;;;Victor;"Oferecer frete CIF para as unidades:



Barretos, José Bonifácio, Batayporã - MS, Campina Verde - MG, Palmeiras de Goiás - GO, Rolim de Moura - RO"
1370;4536917;26/06/2015 13:25:00;Ondina Alimentação;;Flavio;"Ligar quinta 02/07

"
1324;4531058;25/06/2015 22:41:55;Hotel Unique ;;Adriana;"Waldir enviou e-mail hoje dizendo que o hotel está em um processo de mudança interna.

Retornar contato daqui 20 dias."
1266;4530948;25/06/2015 22:13:30;Hotel Unique ;;Adriana;"12/03 Conversamos com Gilberto pessoalmente.

Visitamos todos os pontos de uso de produto do Hotel. "
1268;4530934;25/06/2015 22:11:23;Hotel Unique ;;Adriana;Primeiro contato em Fevereiro/2015.
1249;4530784;25/06/2015 21:42:49;JLA Alimentação;;Adriana;"Visitar Hospital São Matheus.

Nutricionista: Fernanda."
1275;4530773;25/06/2015 21:41:54;JLA Alimentação;;Adriana;"Visita ao Hospital Padre Bento. 

Todos estão satisfeitos com os produtos."
1251;4530759;25/06/2015 21:41:25;JLA Alimentação;;Adriana;Cotação enviada para compras dia 24/06.
1250;4530741;25/06/2015 21:40:01;Addoratti Festas;;Adriana;Contato com a nutricionista Débora ontem. 
1259;4530721;25/06/2015 21:39:06;Cooper Rita;;Adriana;Dar andamento.
1227;4530709;25/06/2015 21:38:13;Doce Mineiro;;Adriana;"Liguei a tarde e não consegui.

Enviei e-mail hoje cobrando o retorno."
1276;4530670;25/06/2015 21:32:46;Laticínios Baby ;;Adriana;"E-mail enviado com o catálogo mais uma vez.

Aguardar o retorno com os produtos equivalentes."
1298;4528661;25/06/2015 20:03:56;Vigor;;Victor;Raphael vai fazer análises e dar retorno. Disse que pode demorar.
1256;4528069;25/06/2015 19:47:20;Hospital do Cancer de Barretos;;Victor;Se não receber de todas as unidades, ligar para Patricia
1221;4517315;25/06/2015 13:49:44;Kodilar;;Victor;Pasteurizador ainda não está pronto. Pediu para eu ligar daqui umas 2 semanas para ver se ela já tem uma ideia de quando estará montado.
1255;4512094;24/06/2015 21:54:04;Moinho Santa Clara;;Jessica;Levar saboneteiras e conversar com o Francisco 
1294;4512017;24/06/2015 21:50:10;Livenza Massas;;Adriana;Ligar para confirmar o recebimento da cotação. 
1267;4512016;24/06/2015 21:47:05;Doce Mineiro;;Adriana;Ligar para o Marcelo. Agendar teste. 
1231;4512093;24/06/2015 21:17:48;Guaraná Mineiro;;Jessica;Enviar uma apresentação e tentar contato 
1210;4512092;24/06/2015 21:05:59;Santa Helena Refeições ;;Jessica;Narrima. 
1299;4511266;24/06/2015 20:45:53;Frutiquello Sorvetes;;Adriana;"Ligar para João Paulo de compras.

"
1288;4511265;24/06/2015 20:44:07;Frutiquello Sorvetes;;Adriana;Compram da Nippon. 
1242;4510634;24/06/2015 20:43:10;Marfrig;;Victor;Enviado e-mail perguntando se já alinhou com o pessoal da qualidade.
1277;4512091;24/06/2015 20:14:05;Sandeleh ;;Jessica;Liguei só chama 
1236;4512090;24/06/2015 20:11:17;Saborama Bebidas ;;Jessica;Falei com Stefano, não precisa de nada por enquanto 
1248;4512089;24/06/2015 20:03:42;Satsumaya;;Jessica;Deixei amostras com Jefferson. Pediu para enviar uma cotação. 
1295;4507967;24/06/2015 19:15:10;Bioleve Sucos;;Renan;reuniao terca feira dia 30
1246;4505275;24/06/2015 18:02:11;Bel Cook Alimentos;;Adriana;"Tentar agendar teste.
"
1218;4505263;24/06/2015 18:01:45;Bel Cook Alimentos;;Adriana;"15/06 Visita 

Conversei com a Camila, responsável pela qualidade.



Produtos utilizados:



Pro Bac AP

3000CL

5000CL

Detergente Neutro

Produto para ralo (gordura)

Produto para piso (para rejunte)

Sapone Bac

Gel 70

Klinbe"
1214;4505174;24/06/2015 17:59:30;Bel Cook Alimentos;;Adriana;"25/03

E-mail de apresentação enviado por e-mail para Roberto."
1292;4504262;24/06/2015 17:33:58;Livenza Massas;;Adriana;Cotação enviada para Luis e Marina hoje.
1245;4504253;24/06/2015 17:33:38;Livenza Massas;;Adriana;"Último teste realizado em 01/06.

"
1279;4504252;24/06/2015 17:33:36;Livenza Massas;;Adriana;"Último teste realizado em 01/06.

"
1213;4501960;24/06/2015 15:25:53;Castelo alimentos.;;Jessica;Enviado cotacao, nao consigo falar com a lilian por tel
1239;4501959;24/06/2015 15:25:52;Castelo alimentos.;;Jessica;Enviado cotacao, nao consigo falar com a lilian por tel
1269;4501262;24/06/2015 14:50:20;Doce Mineiro;;Adriana;Liguei para o Marcelo hoje. Enviar Fichas Técnicas.
1204;4501101;24/06/2015 14:44:51;Homemade;;Renan;Visita marcada para dia 30
1234;4500916;24/06/2015 14:38:59;CVNC - Parmalat;;Renan;Reuniao dia 30 !
1201;4500847;24/06/2015 14:37:07;JLA Alimentação;;Adriana;Produtos aprovados. Enviar cotação para Sandra. Hoje!!!
1258;4500568;24/06/2015 14:29:25;Arrifana;;Renan;Alexandre ainda nao conseguiu testar.
1263;4500396;24/06/2015 14:25:53;Cacau Show;;Renan;mandei e-mail pedindo o teste
1270;4501725;24/06/2015 14:23:58;Refrix;;Jessica;"Liguei falei com Isaac, pediu para falar com Jefferson suprimentos. 
Viviane está no lugar dele, mas está em reunião. "
1203;4500118;24/06/2015 14:17:42;Come Vap - Laticinios;;Renan;conversei com o Antonio e disse que estaria na regiao na proxima semana, avisar quando vou, documentar por email
1238;4500052;24/06/2015 14:15:53;Oetker;;Renan;Conversei com a Regina que está no lugar da Andreia que saiu de liçenca maternidade, mandei e-mail a mesma disse que se houver interesse no procura.
1219;4499971;24/06/2015 14:14:05;Arabian Bread;;Renan;Converei com a Vanessa, disse que estava saindo de férias e é para retornarmos em Agosto, mandar e-mail para lembrar ela do assunto.
1217;4501724;24/06/2015 14:09:01;Frileste;;Jessica;Disse que no momento não há interesse.
1241;4499569;24/06/2015 14:02:11;Max Brill;;Renan;"Falei com Thiago, sempre simpatico, esta testando um produto Incedin que substitui Alcool e Bactericidas, ele tem um diluidor eletronico que sai uma etiqueta com a validade; falou que vai nos testar. ligar no fim do proximo mes."
1237;4499502;24/06/2015 14:00:22;Beiruth Alimentos;;Renan;"Trocamos alguns e-mails e telefonemas, tiveram auditorias e vao ter um follow up esta semana, ligar na primeira semana de Julho

compram de Pluron"
1281;4501723;24/06/2015 13:56:55;Cemil;;Jessica;Liguei só chamou 
1271;4499315;24/06/2015 13:55:04;Argenzio;;Renan;"conversei com André por telefone, disse que faz a solicitação do produtos para compras e eles decidem, parece que usam Soda e Acido Nitrico puros de revenda, e que o detergente desengordurante é o CRA da Mundial; Jackson irá deixar catalogo."
1207;4498868;24/06/2015 13:44:04;Laticinio Xando;;Renan;"trocando e-mail com Erik da qualidade, enviado cotacao de Pro Glass, Pro Ferrx, Pro Ha - OIL , Pro Inox, Pro Ha - 1000 Decrust, Pro Bac AP ; somente o item Pro Bac AP que ele disse que é para esperar a Dra Silvia Busani engenheira de alimentos pois foi ela que fechou.



visitar "
1235;4498865;24/06/2015 13:44:02;Laticinio Xando;;Renan;"trocando e-mail com Erik da qualidade, enviado cotacao de Pro Glass, Pro Ferrx, Pro Ha - OIL , Pro Inox, Pro Ha - 1000 Decrust, Pro Bac AP ; somente o item Pro Bac AP que ele disse que é para esperar a Dra Silvia Busani engenheira de alimentos pois foi ela que fechou.



visitar "
1222;4498864;24/06/2015 13:43:55;Laticinio Xando;;Renan;"trocando e-mail com Erik da qualidade, enviado cotacao de Pro Glass, Pro Ferrx, Pro Ha - OIL , Pro Inox, Pro Ha - 1000 Decrust, Pro Bac AP ; somente o item Pro Bac AP que ele disse que é para esperar a Dra Silvia Busani engenheira de alimentos pois foi ela que fechou.



visitar "
1244;4498688;24/06/2015 13:38:50;Shefa Alimentos;;Renan;encaminhado outro e-mail para jaqueline só para documentar se estava precisando de algo
1283;4498391;24/06/2015 13:31:01;Atilatte;;Renan;enviei email de apresentacao pelo SAC da empresa, visitar quando estiver na regiao
1225;4497835;24/06/2015 13:14:35;Pita Bread;;Renan;conversei direto com a Renata e ela trabalha com ATL e Ecolab...nao receberam o catalogo que deixamos na portaria estou enviando um e-mail.
1216;4497525;24/06/2015 13:06:04;Lanchero;;Renan;atualizar tambem dados da empresa pois nao tem nada
1273;4497500;24/06/2015 13:05:26;Dunga Biscoitos;;Renan;acompanhar 
1208;4497440;24/06/2015 13:03:29;Oggi Sorvetes;;Renan;ivan atualizar os dados das pessoas da empresa
1300;4497379;24/06/2015 13:02:06;Frigo Plus;;Renan;Retornar dia 15 de Julho
1280;4497345;24/06/2015 13:00:58;Lanchero;;Renan;ivan e Victor estao na regiao, acompanhar e atualizar
1284;4497297;24/06/2015 12:59:40;Queijos Regina;;Renan;Jessica e Adriana acompanhar o cliente, ivan ja mandou apresentacao pedir para ele enviar o e-mail a voces
1265;4497229;24/06/2015 12:57:16;Frigocruz;;Renan;Ivan acompanhar
1205;4488649;23/06/2015 18:42:39;Flamboia;;Renan;relatorio enviado ao Ricardo e agora temos que aguardar os resultados da Lagoa que a Daniele disse que sai em 15 dias
1232;4487133;23/06/2015 18:01:52;Itaiquara;;Renan;mandei email para a Paula e esta fechada com a kalykim e New Drop, ir ligando.
1240;4497155;23/06/2015 16:56:13;Satsumaya;;Jessica;Felipe saiu da empresa, falei com Jefferson pediu amostras. Levarei amanhã 
1211;4497154;23/06/2015 16:55:16;New Age Bebidas ;;Jessica;Liguei falei com Max compras, fechou contrato com a Mundial e Diversey, porém foi bem atencioso e passou o contato do Trevine qualidade. Liguei mas ele não estava 
1226;4482277;23/06/2015 14:35:27;Calu - Laticinios;;Adriana;Fichas Técnicas enviadas hoje para o Marcelo.
1261;4479863;23/06/2015 13:38:05;Vivo Sabor - Cozinha Ind.;;Renan;liguei em Setembro de 2014 ela mandou retornar em Maio, liguei em Maio pediu para retornar em Junho ... liguei agora e ela disse que tem contrato de 4 anos com Ericon
1282;4477300;23/06/2015 12:27:43;Carolina Laticinio;;Ivan;Catálogo na portaria para o itamar. 
1233;4477277;23/06/2015 12:27:01;Frango Rosaves;;Ivan;Teste em andamento. PRodutos aprovados pelo pessoal e pela Jane encarregada da limpeza. Final da semana fazer o relatório e conversar preço.
1262;4475243;22/06/2015 22:32:27;Cemil;;Adriana;Ligar 
1252;4475155;22/06/2015 22:13:25;Coopas Latícinio;;Adriana;Cotação enviada hoje.
1230;4475114;22/06/2015 22:05:36;Calu - Laticinios;;Adriana;Cotação enviada hoje por e-mail para o Marcelo.
1264;4475112;22/06/2015 22:04:57;Laticínios Bretuti;;Adriana;Cotação enviada por e-mail hoje.
1272;4474800;22/06/2015 21:24:59;Laticínios Baby ;;Adriana;Ligar para Caio ou Neto.
1209;4474725;22/06/2015 21:17:45;Doce Mineiro;;Adriana;Cotação enviada ao Marcelo no final do dia 22/06.
1243;4474715;22/06/2015 21:16:53;Frigorífico Frigonossa;;Adriana;Ligar para Pedro Sérgio no período da manhã. 
1212;4474561;22/06/2015 21:05:23;Frigorífico Frigonossa;;Adriana;"Visitamos dia 18/06.



Suíno 1000 por semana.

Bovino 800 por semana."
1291;4474484;22/06/2015 21:00:30;Laticínios Tatitania;;Adriana;Visitamos dia 18/06.
1254;4474155;22/06/2015 20:45:27;Calu - Laticinios;;Adriana;"Visitamos dia 17/06.



Conversamos direto com o Marcelo de compras."
1296;4474056;22/06/2015 20:41:16;Mata Boi Alimentos;;Adriana;"Liguei para o comprador Wellington hoje.

Disse que está com o nosso catálogo em mãos.

Ligar quando estivermos em Uberlandia para conversarmos pessoalmente."
1285;4474005;22/06/2015 20:39:34;Mata Boi Alimentos;;Adriana;"Deixamos catálogo no Escritório em Uberlândia, dia 17/06.



A/C de Wellington (compras)."
1257;4473970;22/06/2015 20:38:37;Mata Boi Alimentos;;Adriana;Visitamos a Matriz em Araguari, dia 17/06.
1274;4473603;22/06/2015 20:25:50;Vigor;;Victor;Foi passado cotação a granel para Raphael. Aguardar resposta e ficar em cima.
1278;4473330;22/06/2015 20:16:08;Frutas de Minas;;Adriana;Primeira visita, dia 18/06.
1202;4473285;22/06/2015 20:14:36;Cooper Rita;;Adriana;Primeira visita, dia 18/06.
1297;4472288;22/06/2015 19:51:13;Di Cunto;;Renan;reuniao maracada para sexta feira as 10H com o Marco
1215;4472151;22/06/2015 19:48:04;Bioleve Sucos;;Renan;Flavio passar la para deixar contatos com a Lilian e agendar
1293;4472113;22/06/2015 19:47:17;Los Caldense Paletas Mexicanas;;Adriana;Visitar a próxima vez que estivermos em MG.
1220;4471750;22/06/2015 19:39:33;Ki Sabor;;Renan;deixado amostras do 5000 CL, MULT 10.000 e PRO BAC AP .... compram da Larkin o Ultralab Foam 660 que é o Alcalino Clorado mas falou que nao esta removendo toda gordura, indiquei o 5000 CL por ter muita detergente e o 10.000 por ter solvente, Flavio passar quando for em Valinhos
1247;4471460;22/06/2015 19:32:51;Mococa Laticinios;;Renan;meninas visitar quando estiverem na regiao
1253;4471295;22/06/2015 19:29:21;Yakult;;Victor;Pediu para ligar na sexta-feira porque ele esqueceu de falar com a gerente industrial semana passada.
1224;4471256;22/06/2015 19:28:33;Frivasa;;Adriana;Visitamos o Claudinei de compras no dia 18/06.
1206;4470909;22/06/2015 19:19:27;Amor Aos Pedaços;;Victor;Marilia está de férias. Só semana que vem.
1290;4470794;22/06/2015 19:16:44;Neolat Laticinios - Queijos Ipanema;;Renan;enviado email para o Raul perguntando qual setor de cada pessoa
1229;4470661;22/06/2015 19:13:37;Cremo Minas;;Adriana;Ligar para Rafael.
1260;4470654;22/06/2015 19:13:28;Cremo Minas;;Adriana;Visitamos dia 18/06.
1286;4470292;22/06/2015 19:04:18;Marvi;;Victor;Flavia disse que a produção rodou direto neste final de semana. Vai ver no próximo como vai ser e avisar se a gente quiser acompanhar o faxinão.
1289;4470274;22/06/2015 19:03:57;Guaraná Mineiro;;Adriana;"Visita dia 17/06.
Conversamos com o Roberto pelo telefone da portaria."
1287;4470156;22/06/2015 19:01:04;Bialini;;Adriana;"Não passamos pela cidade de Campanha - MG.



"
1228;4470016;22/06/2015 18:58:12;Laticínios Bretuti;;Adriana;Enviar e-mail para a Daniete.
1223;4470000;22/06/2015 18:57:51;Laticínios Bretuti;;Adriana;"Visita 18/06.



Concorrente: Sandet



Ácido Peracético

Detergente Neutro

Detergente Clorado

Cloro

Sabonete

Alcool"
1147;4469778;22/06/2015 18:53:27;General Brands;;Victor;Renan, foi na General Brands que eles estão tercerizando com a Jabuti? Vc chegou a falar com ela depois desse dia?
1118;4469701;22/06/2015 18:52:00;Doces Colmeia/Caldense;;Adriana;Enviar e-mail para Patrícia.
1160;4469494;22/06/2015 18:47:37;;Moira;Victor;Moira disse que ainda não contrataram pessoa da qualidade. Continuar acompanhando.
1152;4468557;22/06/2015 18:22:56;Minas Castro;;Adriana;"Visita dia 17/06



Falamos com Vanda.



Concorrente: Start Química



"
1101;4468531;22/06/2015 18:22:05;Marilan;;Victor;Edemir disse que está mais caro. Pedi para passar o consumo aproximado para talvez ver desconto. Pediu para ligar na quarta-feira se ele não tiver me passado essas info.
1117;4468234;22/06/2015 18:13:33;Frimesa - Medianeira;;Victor;"Grazi respondeu o e-mail dizendo que agora na época de frio é complicado fazer teste, e pediu para em Agosto a gente se programar.



Esperar para ver como as coisas andam e forçar a barra para testar antes, ou aguardar agosto mesmo. Responder e-mail."
1122;4468096;22/06/2015 18:10:22;Coopas Latícinio;;Adriana;"Visita dia 18/06.



Falamos com a Bruna."
1149;4468097;22/06/2015 18:10:22;Coopas Latícinio;;Adriana;"Visita dia 18/06.



Falamos com a Bruna."
1154;4468051;22/06/2015 18:09:20;Coopas Latícinio;;Adriana;"CIP



Ácido Peracético 

Detergenete Neutro

Alcool Líquido 96

Sapone Bac"
1106;4468050;22/06/2015 18:09:19;Coopas Latícinio;;Adriana;"CIP



Ácido Peracético 

Detergenete Neutro

Alcool Líquido 96

Sapone Bac"
1164;4467291;22/06/2015 17:52:13;Cooper Rita;;Adriana;"Enviar cotação para Tatiana.



Peróxido de Hidrogenio

Ácido Nítrico

Soda aditivada 

Detergente Neutro"
1133;4467226;22/06/2015 17:50:43;Cooper Rita;;Adriana;"Concorrente: Mundial 



Indicar 05 empresas de Leite UHT que a nossa empresa fornece produtos."
1151;4463673;22/06/2015 15:22:25;Guaraná Mineiro;;Adriana;Ligar para Roberto ou Francisco.
1199;4463490;22/06/2015 15:12:19;Frutas de Minas;;Adriana;"Enviar cotação para a Tânia.



Detergente Neutro

Soda "
1171;4463461;22/06/2015 15:11:08;Vigor;;Victor;Paulo está de férias. Passaram o contato da Daniela e do Rafael, que é o gerente do laboratório. Ir tentando com eles até Paulo voltar de férias no dia 04/07.
1190;4463394;22/06/2015 15:08:19;Castellani Alimentos;;Adriana;Confirmar com Nei da Limpeza.
1131;4463371;22/06/2015 15:07:29;Castellani Alimentos;;Adriana;"Produtos: 



Soda 99 em escama

Sulfato de Alumínio para tratamento de esgoto

Cloro

Ácido Nítrico

Sabonete Bac"
1146;4463264;22/06/2015 15:03:47;Catupiry (Bebedouro);;Victor;Vai ter auditoria nas fábricas de 18 a 21 de Julho. Ligar depois desta data.
1173;4462772;22/06/2015 14:50:01;Doce Mineiro;;Adriana;Enviar cotação para Marcelo.
1176;4462741;22/06/2015 14:49:25;Doce Mineiro;;Adriana;Qualidade: Tadeu / Elisangela
1167;4462646;22/06/2015 14:46:42;Yakult;;Victor;Salu está entrando as 15:00 hrs. Ligar a partir deste horário.
1129;4462178;22/06/2015 14:34:07;Calu - Laticinios;;Adriana;"Enviar Fichas Técnicas.



Detergente Neutro: 500kg/mês

Ácido Peracético: 40 bombonas de 50L

Ácido Nítrico: 16 bombonas de 50L

Sapone Bac

Desinfetante"
1103;4462113;22/06/2015 14:32:22;Calu - Laticinios;;Adriana;"Previsão de abertura da nova fábrica em Outubro.



Abertura de testes em Agosto/2015.



Concorrente: Start

Tratamento de água: GE"
1123;4462063;22/06/2015 14:30:59;Frimesa - Medianeira;;Victor;"Grazi disse que estão com uma máquina extratora nova e estão usando produto líquido nesta máquina.



Vai ver com o Gilson se a gente pode só trocar os produtos no dosador da Diversey."
1191;4461712;22/06/2015 14:22:28;Frigorífico Santa Lúcia;;Adriana;"Enviar cotação e catálogo para o Jander.



"
1196;4460997;22/06/2015 14:05:38;Bebidas Poty;;Victor;Sandra fez uma cirurgia e vai ficar de repouso por uma semana. Só semana que vem.
1186;4460690;22/06/2015 13:58:38;;;Victor;Enviado e-mail pedindo a nova data.
1119;4458434;22/06/2015 13:00:42;BR Aves;;Victor;Camila disse que este mês ainda está enrolada e que vai ser bem difícil, pois quem fornece é amigo do dono, mas não custa tentar. Ligar perto do fim de Julho para marcar para o começo de Agosto.
1179;4454517;21/06/2015 16:27:01;;;Victor;Silvia disse que até quarta-feira já sabe a data que vai ter as assinaturas.
1111;4454515;21/06/2015 16:24:46;;;Victor;Teve uma notícia aí dizendo que a empresa fechou. Confirmar e tirar do Agendor.
1126;4454513;21/06/2015 16:19:29;Rancho de Minas;;Victor;Renan, Jessia e Adriana passariam semana passada. Colocar no Agendor.
1178;4454511;21/06/2015 16:18:02;Bialini;;Victor;Renan, Jessica e Adriana passariam na semana passada. Colocar no Agendor como foi.
1142;4454510;21/06/2015 16:15:09;Jazam Alimentos;;Victor;Neste final de semana a produção rodou direto. Semana que vem Gislaine vai dar treinamento. Pré agendou para o final de semana dos dias 03 e 04 de Julho.
1104;4454507;21/06/2015 16:07:59;;;Victor;Anita vai remarcar a data.
1116;4454504;21/06/2015 16:01:14;;;Victor;Não visitei no dia para instalar foamer no frigorifico da NT. Rodrigo precisa passar lá para arrumar o gerador de espuma, mas também está enrolado.
1134;4454502;21/06/2015 15:59:25;Vigor;;Victor;Já enviado cotação para o Paulo no mesmo dia. Ligar para ver se analisou valores e tal...
1141;4454501;21/06/2015 15:57:52;Marvi;;Victor;No horário do teste só trabalha um funcionário da higienização que aprovou o 3000 CL e o Neuter Super. Foi colocado o diluidor no lugar do da New Drop que estava todo fudido. Este diluidor de dois bicos novo pega ar. Trocar por um outro, mas já foi deixado lá para eles irem usando nossos produtos. Ficar em cima e não deixar esfriar. Testar Pro HA ALC.
1189;4454500;21/06/2015 15:55:06;Frigol;;Victor;Estão em auditoria nesta semana. Não estão testando nada. Voltar semana que vem.
1124;4454496;21/06/2015 15:51:56;Marfrig;;Victor;Conversa com Laercio foi boa. Disse que ia falar com o pessoal da qualidade ainda esta semana. Ficar em cima para não deixar esfriar.
1192;4454484;21/06/2015 15:41:04;Ninfa;;Victor;Por telefone não adianta. Visitar quando estiver indo para o Frimesa.
1140;4454477;21/06/2015 15:33:45;Hospital São Lucas;;Victor;Quando estiver por Santo André ir lá arrumar a lavanderia, porque o Rodrigo ir lá está impossível.
1198;4454476;21/06/2015 15:32:11;Frango Rosaves;;Victor;Ivan vai iniciar o teste com 3000CL e Neu 200A (neuterax green). Na terça-feira vai trazer mais 3000CL e os outros produtos (Sapone Bac, Pro Bac AL, Pro R1... ou outros que pegar lá na hora)
1166;4464752;18/06/2015 17:37:31;Laticínios Baby ;;Jessica;"Falei com o Fernando e o Luiz.

Visitamos, aguardar "
1108;4424137;18/06/2015 15:26:37;Frimesa - Medianeira;;Renan;Ivan: Fui até a Frimesa de MArechal, conversei com o juliano por telefone da portaria e ele agradeceu a visita e disse que quando abrir pra teste vai nos informar.
1105;4424094;18/06/2015 15:24:11;Zaeli;;Renan;Ivan : Após reuniao, alinhamos o preço e aguardando a resposta para alinharmos o teste. 
1177;4423982;18/06/2015 15:17:33;Dom Armando;;Ivan;Esperar outubro pra agendar o teste.
1145;4423958;18/06/2015 15:16:18;Globo Aves;;Ivan;Catálogo entregue ao Julio na portaria.
1153;4423927;18/06/2015 15:14:28;Uni Frango;;Ivan;Cotação entregue em mãos para o Celso!
1194;4423843;18/06/2015 15:10:13;C-Vale;;Ivan;"Acompanhamento feito. Alinhando a semana de testes e peguei o contato da Alessandra e Mariza demais responsaveis pelos produtos químicos dos outro setores.



(Ivanzinho, define agendamento para o negócio ficar lembrando e a gente não esquecer)"
1121;4423824;18/06/2015 15:09:20;Jagua Frangos;;Ivan;Catálogo entregue ao gerente da Qualidade Felipe. Ele não pode atender mas pediu o catálogo. Lugar bem grande
1114;4423810;18/06/2015 15:08:29;Frigo Cruz;;Ivan;Relátorio entregue e o Dyonathan entra´r em contato. Continuar pesando na dele. As meninas da higienização amaram os produtos e eu.
1148;4405138;16/06/2015 23:56:42;Laticínios Baby ;;Jessica;Falei com o Luiz Carlos, irá receber a gente na quinta feira. 
1136;4396638;16/06/2015 15:54:44;Laticínios Tatitania;;Jessica;Enviado catálogo retornar a ligação 
1107;4384917;16/06/2015 15:25:30;Laticínios Tatitania;;Jessica;Falei com a Eliana. Responsável Luiz Alberto, retornar depois das 14 
1162;4368393;15/06/2015 17:33:52;Frigorifico Wessel;;Flavio;Passar preços conforme e-mail da Cibele
1157;4368392;15/06/2015 17:28:40;Kim Paes;;Flavio;Sol 200 e Mult 200 foram reprovados. O ALC foi bem, mas cheiro muito forte. Tratar com Fernando Mesquita
1102;4368391;15/06/2015 17:21:46;Damm Pescados;;Flavio;Barbara irá nos passar quantidade dos produtos que precisa para teste do Ultra, Alcool gel 70, 3000 CL, ácido peracetico, cloro e etc
1138;4365818;15/06/2015 17:14:03;Florio Alimentos;;Flavio;Inicia os testes 16/06 terça com a qualidade. Já enviado Fispq
1132;4365817;15/06/2015 17:09:38;Bariloche;;Flavio;Nova fábrica final de julho. Pedido com Evelyn
1170;4362302;15/06/2015 14:46:27;LALLEGRO ALIMENTAÇÃO;;Aguinaldo;LIGAR DIA 20-06
1159;4362264;15/06/2015 14:45:18;LALLEGRO ALIMENTAÇÃO;;Aguinaldo;ENVIADO APRESENTAÇÃO REGINALDO COMPRAS
1128;4361683;15/06/2015 14:31:34;Llinea Alimentacao;;Aguinaldo;ligar cesar dia 20
